\\Hourly Demand Report,,,
\\Created at 2022-01-31 07:30:06,,,
\\For 2021,,,
Date,Hour,Market Demand,Ontario Demand
2021-01-18,5,15849,13736
2021-01-18,6,16361,14344
2021-01-18,7,17581,15655
2021-01-18,8,17909,16802
2021-01-18,9,19479,17448
2021-01-18,10,19584,17577
2021-01-18,11,19647,17513
2021-01-18,12,18925,17258
2021-01-18,13,19187,17206
2021-01-18,14,19308,17222
2021-01-18,15,19115,17106
2021-01-18,16,19319,17337
2021-01-18,17,19702,17977
2021-01-18,18,21098,18981
2021-01-18,19,20771,18678
2021-01-18,20,20185,18248
2021-01-18,21,19812,17751
2021-01-18,22,18974,16940
2021-01-18,23,18048,16027
2021-01-18,24,17251,15097
2021-01-19,1,16569,14436
2021-01-19,2,16199,14129
2021-01-19,3,16088,13921
2021-01-19,4,16044,13843
2021-01-19,5,16020,13907
2021-01-19,6,16585,14503
2021-01-19,7,17784,15645
2021-01-19,8,18620,16645
2021-01-19,9,19314,17252
2021-01-19,10,19859,17511
2021-01-19,11,19935,17459
2021-01-19,12,19749,17279
2021-01-19,13,19649,17117
2021-01-19,14,19289,16927
2021-01-19,15,19403,17066
2021-01-19,16,19818,17422
2021-01-19,17,20443,18059
2021-01-19,18,21343,18944
2021-01-19,19,21004,18762
2021-01-19,20,20571,18347
2021-01-19,21,19805,17776
2021-01-19,22,19156,17089
2021-01-19,23,18257,16167
2021-01-19,24,17418,15281
2021-01-20,1,16941,14674
2021-01-20,2,16563,14308
2021-01-20,3,16359,14078
2021-01-20,4,16253,14009
2021-01-20,5,16378,14142
2021-01-20,6,16880,14702
2021-01-20,7,17952,15789
2021-01-20,8,19237,17099
2021-01-20,9,19758,17830
2021-01-20,10,20342,18314
2021-01-20,11,20276,18066
2021-01-20,12,19553,17752
2021-01-20,13,19126,17487
2021-01-20,14,19378,17454
2021-01-20,15,19288,17458
2021-01-20,16,19581,17872
2021-01-20,17,20065,18454
2021-01-20,18,21204,19243
2021-01-20,19,20989,18975
2021-01-20,20,20575,18446
2021-01-20,21,20004,17853
2021-01-20,22,19407,17040
2021-01-20,23,18054,16036
2021-01-20,24,17135,14950
2021-01-21,1,16590,14297
2021-01-21,2,16293,13980
2021-01-21,3,16130,13842
2021-01-21,4,15992,13811
2021-01-21,5,16227,13964
2021-01-21,6,16664,14436
2021-01-21,7,17585,15421
2021-01-21,8,19107,16592
2021-01-21,9,19659,17142
2021-01-21,10,19581,17193
2021-01-21,11,19491,17097
2021-01-21,12,19508,17109
2021-01-21,13,19477,17104
2021-01-21,14,19565,17101
2021-01-21,15,19442,17092
2021-01-21,16,19575,17227
2021-01-21,17,19995,17689
2021-01-21,18,21092,18743
2021-01-21,19,20801,18397
2021-01-21,20,20195,17776
2021-01-21,21,19408,17190
2021-01-21,22,18794,16415
2021-01-21,23,17678,15511
2021-01-21,24,16824,14591
2021-01-22,1,16473,14296
2021-01-22,2,16116,13953
2021-01-22,3,15820,13730
2021-01-22,4,15842,13748
2021-01-22,5,15917,13842
2021-01-22,6,16530,14385
2021-01-22,7,17485,15311
2021-01-22,8,18787,16354
2021-01-22,9,19512,17207
2021-01-22,10,19885,17464
2021-01-22,11,19954,17605
2021-01-22,12,19957,17712
2021-01-22,13,19861,17604
2021-01-22,14,19752,17509
2021-01-22,15,19809,17525
2021-01-22,16,19936,17644
2021-01-22,17,20342,18136
2021-01-22,18,21266,18861
2021-01-22,19,21300,18873
2021-01-22,20,20529,18340
2021-01-22,21,20189,17893
2021-01-22,22,19447,17146
2021-01-22,23,18582,16315
2021-01-22,24,17975,15446
2021-01-23,1,17357,14813
2021-01-23,2,16981,14448
2021-01-23,3,16879,14284
2021-01-23,4,16670,14221
2021-01-23,5,16791,14278
2021-01-23,6,17151,14683
2021-01-23,7,17191,15156
2021-01-23,8,18248,16055
2021-01-23,9,18766,16615
2021-01-23,10,18934,16804
2021-01-23,11,18993,16978
2021-01-23,12,18942,16893
2021-01-23,13,18643,16687
2021-01-23,14,18613,16515
2021-01-23,15,18488,16488
2021-01-23,16,18862,16824
2021-01-23,17,19575,17690
2021-01-23,18,20895,19005
2021-01-23,19,21231,19264
2021-01-23,20,20005,18357
2021-01-23,21,19206,17767
2021-01-23,22,18646,17222
2021-01-23,23,17798,16538
2021-01-23,24,16867,15744
2021-01-24,1,16288,15173
2021-01-24,2,16061,14780
2021-01-24,3,15975,14548
2021-01-24,4,15836,14370
2021-01-24,5,15959,14338
2021-01-24,6,16020,14586
2021-01-24,7,16224,14818
2021-01-24,8,17058,15337
2021-01-24,9,17528,15855
2021-01-24,10,17869,16019
2021-01-24,11,18237,16272
2021-01-24,12,18684,16657
2021-01-24,13,18746,16799
2021-01-24,14,18715,16858
2021-01-24,15,18692,16909
2021-01-24,16,18832,17069
2021-01-24,17,19454,17846
2021-01-24,18,20936,18945
2021-01-24,19,20521,18837
2021-01-24,20,19641,18057
2021-01-24,21,19296,17321
2021-01-24,22,18859,16723
2021-01-24,23,17915,15911
2021-01-24,24,16899,15116
2021-01-25,1,16265,14551
2021-01-25,2,16251,14290
2021-01-25,3,16470,14155
2021-01-25,4,16541,14109
2021-01-25,5,16495,14359
2021-01-25,6,16811,14994
2021-01-25,7,17853,16018
2021-01-25,8,19043,17237
2021-01-25,9,19644,17821
2021-01-25,10,19603,17809
2021-01-25,11,19822,17793
2021-01-25,12,19988,17701
2021-01-25,13,19885,17688
2021-01-25,14,19880,17465
2021-01-25,15,19793,17415
2021-01-25,16,20086,17707
2021-01-25,17,20716,18249
2021-01-25,18,21584,19099
2021-01-25,19,21627,19051
2021-01-25,20,20786,18505
2021-01-25,21,20086,17851
2021-01-25,22,19199,17040
2021-01-25,23,18192,16404
2021-01-25,24,17530,15371
2021-01-26,1,17159,14655
2021-01-26,2,16781,14216
2021-01-26,3,16720,14095
2021-01-26,4,16746,14080
2021-01-26,5,16837,14160
2021-01-26,6,17304,14694
2021-01-26,7,18194,15611
2021-01-26,8,19685,16895
2021-01-26,9,20388,17525
2021-01-26,10,20750,18058
2021-01-26,11,20860,18315
2021-01-26,12,20682,18547
2021-01-26,13,20719,18763
2021-01-26,14,20394,18503
2021-01-26,15,20766,18538
2021-01-26,16,20521,18317
2021-01-26,17,21359,18907
2021-01-26,18,22239,19639
2021-01-26,19,21967,19510
2021-01-26,20,20859,18743
2021-01-26,21,19982,18028
2021-01-26,22,19236,17390
2021-01-26,23,18284,16597
2021-01-26,24,17437,15624
2021-01-27,1,17050,15203
2021-01-27,2,16447,14795
2021-01-27,3,16424,14503
2021-01-27,4,16650,14466
2021-01-27,5,17070,14617
2021-01-27,6,17419,15105
2021-01-27,7,18288,16163
2021-01-27,8,19415,17340
2021-01-27,9,19947,17862
2021-01-27,10,20161,18005
2021-01-27,11,20140,17951
2021-01-27,12,19537,17396
2021-01-27,13,19447,17174
2021-01-27,14,19364,16924
2021-01-27,15,19256,16911
2021-01-27,16,19394,17485
2021-01-27,17,20358,18292
2021-01-27,18,21628,19391
2021-01-27,19,21860,19651
2021-01-27,20,20936,19013
2021-01-27,21,19987,18429
2021-01-27,22,19588,17695
2021-01-27,23,18796,16836
2021-01-27,24,17708,15848
2021-01-28,1,17207,15242
2021-01-28,2,17064,14833
2021-01-28,3,16907,14746
2021-01-28,4,16860,14730
2021-01-28,5,17037,14953
2021-01-28,6,17690,15571
2021-01-28,7,18641,16517
2021-01-28,8,19485,17611
2021-01-28,9,20341,18189
2021-01-28,10,20290,18014
2021-01-28,11,20213,17798
2021-01-28,12,20211,17749
2021-01-28,13,20425,17744
2021-01-28,14,20499,17635
2021-01-28,15,20513,17680
2021-01-28,16,20873,18214
2021-01-28,17,21413,18892
2021-01-28,18,22695,19988
2021-01-28,19,22698,20150
2021-01-28,20,21716,19634
2021-01-28,21,20650,18847
2021-01-28,22,20258,18190
2021-01-28,23,19384,17209
2021-01-28,24,18408,16389
2021-01-29,1,18580,16012
2021-01-29,2,18017,15781
2021-01-29,3,17621,15593
2021-01-29,4,17356,15473
2021-01-29,5,17542,15617
2021-01-29,6,17967,16050
2021-01-29,7,18764,16851
2021-01-29,8,20143,17912
2021-01-29,9,20927,18493
2021-01-29,10,21088,18485
2021-01-29,11,21584,18644
2021-01-29,12,20960,18541
2021-01-29,13,20672,18281
2021-01-29,14,20160,17708
2021-01-29,15,20401,17706
2021-01-29,16,20680,17841
2021-01-29,17,21279,18488
2021-01-29,18,22442,19444
2021-01-29,19,22652,19792
2021-01-29,20,21695,19156
2021-01-29,21,21612,18682
2021-01-29,22,20685,17938
2021-01-29,23,19617,17061
2021-01-29,24,18544,16239
2021-01-30,1,17941,15498
2021-01-30,2,17506,15359
2021-01-30,3,17215,15225
2021-01-30,4,17129,15184
2021-01-30,5,17360,15148
2021-01-30,6,17788,15375
2021-01-30,7,18338,15828
2021-01-30,8,19074,16389
2021-01-30,9,19835,16915
2021-01-30,10,19890,17238
2021-01-30,11,19705,17233
2021-01-30,12,19596,17273
2021-01-30,13,19225,17080
2021-01-30,14,18952,16705
2021-01-30,15,19186,16502
2021-01-30,16,19000,16528
2021-01-30,17,19591,17073
2021-01-30,18,21205,18604
2021-01-30,19,21429,18889
2021-01-30,20,20468,18051
2021-01-30,21,19648,17575
2021-01-30,22,19421,17098
2021-01-30,23,18395,16338
2021-01-30,24,18132,15613
2021-01-31,1,17222,14934
2021-01-31,2,17017,14661
2021-01-31,3,16751,14424
2021-01-31,4,16492,14277
2021-01-31,5,16696,14242
2021-01-31,6,17044,14560
2021-01-31,7,17313,14779
2021-01-31,8,17982,15360
2021-01-31,9,18547,15876
2021-01-31,10,18784,16275
2021-01-31,11,18983,16486
2021-01-31,12,19047,16658
2021-01-31,13,19430,16663
2021-01-31,14,19270,16686
2021-01-31,15,19220,16649
2021-01-31,16,18974,16935
2021-01-31,17,20221,17722
2021-01-31,18,21427,18709
2021-01-31,19,21243,18885
2021-01-31,20,21068,18252
2021-01-31,21,20746,17772
2021-01-31,22,19962,17084
2021-01-31,23,18949,16242
2021-01-31,24,18162,15541
2021-02-01,1,17643,14951
2021-02-01,2,17619,14863
2021-02-01,3,17463,14840
2021-02-01,4,17344,14733
2021-02-01,5,17560,14873
2021-02-01,6,18669,15573
2021-02-01,7,20029,16691
2021-02-01,8,21480,17758
2021-02-01,9,21845,18427
2021-02-01,10,21738,18623
2021-02-01,11,21039,18341
2021-02-01,12,20868,18183
2021-02-01,13,21019,18017
2021-02-01,14,20539,17750
2021-02-01,15,20347,17593
2021-02-01,16,20464,17879
2021-02-01,17,21245,18650
2021-02-01,18,22424,19825
2021-02-01,19,22151,19722
2021-02-01,20,21784,19088
2021-02-01,21,21032,18426
2021-02-01,22,20300,17646
2021-02-01,23,19298,16731
2021-02-01,24,18291,15837
2021-02-02,1,17551,15277
2021-02-02,2,17410,14924
2021-02-02,3,17249,14640
2021-02-02,4,17391,14643
2021-02-02,5,17519,14849
2021-02-02,6,18107,15430
2021-02-02,7,18966,16365
2021-02-02,8,20505,17681
2021-02-02,9,20849,18034
2021-02-02,10,20508,17924
2021-02-02,11,20276,17717
2021-02-02,12,20196,17564
2021-02-02,13,20077,17408
2021-02-02,14,19684,17169
2021-02-02,15,19744,17134
2021-02-02,16,19892,17255
2021-02-02,17,20537,17951
2021-02-02,18,21553,18804
2021-02-02,19,21753,19005
2021-02-02,20,21005,18530
2021-02-02,21,20445,17998
2021-02-02,22,19598,17237
2021-02-02,23,18891,16288
2021-02-02,24,17925,15354
2021-02-03,1,17412,14771
2021-02-03,2,16975,14347
2021-02-03,3,16872,14261
2021-02-03,4,17020,14338
2021-02-03,5,17192,14544
2021-02-03,6,17736,15082
2021-02-03,7,18626,16121
2021-02-03,8,19922,17438
2021-02-03,9,20499,17993
2021-02-03,10,20513,17921
2021-02-03,11,20090,17406
2021-02-03,12,19248,16998
2021-02-03,13,18931,16698
2021-02-03,14,18774,16427
2021-02-03,15,18659,16277
2021-02-03,16,18645,16464
2021-02-03,17,19356,17312
2021-02-03,18,20729,18578
2021-02-03,19,21374,19047
2021-02-03,20,20576,18666
2021-02-03,21,19924,18053
2021-02-03,22,19315,17431
2021-02-03,23,18392,16411
2021-02-03,24,17630,15536
2021-02-04,1,17176,14936
2021-02-04,2,16652,14517
2021-02-04,3,16395,14494
2021-02-04,4,16478,14446
2021-02-04,5,16495,14582
2021-02-04,6,17288,15126
2021-02-04,7,18415,16249
2021-02-04,8,19758,17405
2021-02-04,9,19989,17632
2021-02-04,10,19272,16923
2021-02-04,11,18828,16460
2021-02-04,12,18742,16320
2021-02-04,13,18734,16069
2021-02-04,14,18373,15916
2021-02-04,15,18199,15929
2021-02-04,16,18633,16385
2021-02-04,17,19311,17156
2021-02-04,18,21022,18382
2021-02-04,19,21383,18626
2021-02-04,20,20565,17987
2021-02-04,21,20016,17569
2021-02-04,22,19008,16804
2021-02-04,23,17628,15749
2021-02-04,24,16798,14855
2021-02-05,1,16827,14456
2021-02-05,2,16672,14030
2021-02-05,3,16639,14147
2021-02-05,4,16645,14073
2021-02-05,5,16561,14133
2021-02-05,6,17137,14682
2021-02-05,7,18271,15773
2021-02-05,8,19213,16854
2021-02-05,9,20193,17540
2021-02-05,10,20301,17762
2021-02-05,11,20639,18048
2021-02-05,12,20583,18340
2021-02-05,13,20277,18110
2021-02-05,14,20088,17990
2021-02-05,15,19646,17697
2021-02-05,16,19847,17704
2021-02-05,17,20441,18066
2021-02-05,18,21388,18851
2021-02-05,19,21593,19121
2021-02-05,20,21079,18553
2021-02-05,21,20497,18126
2021-02-05,22,19695,17379
2021-02-05,23,18117,16519
2021-02-05,24,17501,15564
2021-02-06,1,16999,14965
2021-02-06,2,17066,14541
2021-02-06,3,16962,14337
2021-02-06,4,16939,14253
2021-02-06,5,17051,14346
2021-02-06,6,17457,14614
2021-02-06,7,17798,15084
2021-02-06,8,18573,15838
2021-02-06,9,19109,16437
2021-02-06,10,19407,16683
2021-02-06,11,19395,16817
2021-02-06,12,19351,16884
2021-02-06,13,19117,16830
2021-02-06,14,18856,16829
2021-02-06,15,18668,16865
2021-02-06,16,18856,17004
2021-02-06,17,19409,17726
2021-02-06,18,20719,18668
2021-02-06,19,21179,19023
2021-02-06,20,19989,18409
2021-02-06,21,19512,17773
2021-02-06,22,18733,17225
2021-02-06,23,18271,16481
2021-02-06,24,17414,15579
2021-02-07,1,16921,15074
2021-02-07,2,16881,14700
2021-02-07,3,16693,14500
2021-02-07,4,16436,14418
2021-02-07,5,16240,14405
2021-02-07,6,16160,14580
2021-02-07,7,16742,15079
2021-02-07,8,17466,15622
2021-02-07,9,18142,16194
2021-02-07,10,18572,16471
2021-02-07,11,18840,16599
2021-02-07,12,18963,16601
2021-02-07,13,18826,16528
2021-02-07,14,18617,16388
2021-02-07,15,18676,16418
2021-02-07,16,18824,16742
2021-02-07,17,19859,17691
2021-02-07,18,21298,19037
2021-02-07,19,21488,19549
2021-02-07,20,20950,18741
2021-02-07,21,20195,18224
2021-02-07,22,19469,17672
2021-02-07,23,18604,16954
2021-02-07,24,17803,16139
2021-02-08,1,17251,15632
2021-02-08,2,17322,15345
2021-02-08,3,17092,15265
2021-02-08,4,17178,15313
2021-02-08,5,17633,15536
2021-02-08,6,18492,16198
2021-02-08,7,20006,17369
2021-02-08,8,21156,18755
2021-02-08,9,21582,19209
2021-02-08,10,21727,19249
2021-02-08,11,20702,18744
2021-02-08,12,20342,18304
